path_id,point_id,base_date_time_gt,longitude_gt,latitude_gt,longitude_pred,latitude_pred,sog_gt,sog_pred,heading_gt,heading_pred,haversine_dist_km,consolidated_rmse
100000001,281,05-01-25 05:48,-79.6231,27.30782,,,12.6,,19,,1000.0,
100000001,282,05-01-25 05:50,-79.62228,27.31248,,,12.7,,18,,1000.0,
100000001,283,05-01-25 05:51,-79.62144,27.31774,,,12.7,,17,,1000.0,
100000001,284,05-01-25 05:52,-79.62078,27.32186,,,12.7,,17,,1000.0,
100000001,285,05-01-25 05:54,-79.62015,27.32592,,,12.7,,17,,1000.0,
100000001,286,05-01-25 05:55,-79.61952,27.32997,,,12.7,,17,,1000.0,
100000001,287,05-01-25 05:56,-79.61874,27.33517,,,12.6,,16,,1000.0,
100000001,288,05-01-25 05:58,-79.61805,27.33977,,,12.7,,16,,1000.0,
100000001,289,05-01-25 05:59,-79.61708,27.34618,,,12.7,,16,,1000.0,
100000001,290,05-01-25 06:00,-79.61699,27.34677,,,12.7,,16,,1000.0,
100000001,291,05-01-25 06:01,-79.61649,27.35043,,,12.7,,16,,1000.0,
100000001,292,05-01-25 06:02,-79.61596,27.35455,,,12.7,,16,,1000.0,
100000001,293,05-01-25 06:03,-79.61537,27.35844,,,12.7,,16,,1000.0,
100000001,294,05-01-25 06:04,-79.6148,27.36256,,,12.6,,16,,1000.0,
100000001,295,05-01-25 06:05,-79.61429,27.36611,,,12.7,,16,,1000.0,
100000001,296,05-01-25 06:06,-79.61377,27.3702,,,12.6,,16,,1000.0,
100000001,297,05-01-25 06:07,-79.61315,27.37435,,,12.7,,16,,1000.0,
100000001,298,05-01-25 06:09,-79.61253,27.37839,,,12.6,,16,,1000.0,
100000001,299,05-01-25 06:10,-79.61188,27.38308,,,12.6,,16,,1000.0,
100000001,300,05-01-25 06:11,-79.6113,27.3871,,,12.6,,16,,1000.0,
100000001,301,05-01-25 06:12,-79.6107,27.3912,,,12.7,,16,,1000.0,
100000001,302,05-01-25 06:14,-79.61005,27.39594,,,12.6,,16,,1000.0,
100000001,303,05-01-25 06:15,-79.60951,27.4005,,,12.5,,16,,1000.0,
100000001,304,05-01-25 06:16,-79.60908,27.40439,,,12.5,,16,,1000.0,
100000001,305,05-01-25 06:17,-79.60858,27.40811,,,12.4,,16,,1000.0,
100000001,306,05-01-25 06:18,-79.60814,27.412,,,12.4,,16,,1000.0,
100000001,307,05-01-25 06:20,-79.60755,27.41658,,,12.4,,16,,1000.0,
100000001,308,05-01-25 06:21,-79.60703,27.42071,,,12.5,,16,,1000.0,
100000001,309,05-01-25 06:22,-79.60657,27.42458,,,12.5,,16,,1000.0,
100000001,310,05-01-25 06:23,-79.606,27.42929,,,12.4,,16,,1000.0,
100000001,311,05-01-25 06:24,-79.60552,27.43334,,,12.5,,16,,1000.0,
100000001,312,05-01-25 06:26,-79.60506,27.43734,,,12.4,,16,,1000.0,
